value;time_stamp;8;03/01/2023 - 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
value;time_stamp;8;03/01/2023 11:13
